Y	3447393	5
Y	3447394	5
Y	3447395	5
Y	3447396	5
Y	3447397	5
Y	3447398	6
Y	3447399	6
Y	3447400	6
Y	3447401	6
Y	3447402	6
Y	3447403	6
Y	3447404	6
Y	3447405	7
Y	3447406	7
Y	3447407	7
Y	3447408	7
Y	3447409	7
Y	3447410	7
Y	3447411	7
Y	3447412	7
Y	3447413	7
Y	3447414	7
Y	3447415	7
Y	3447416	7
Y	3447417	7
Y	3447418	7
Y	3447419	7
Y	3447420	6
Y	3447421	6
Y	3447422	6
Y	3447423	6
Y	3447424	6
Y	3447425	6
Y	3447426	6
Y	3447427	6
Y	3447428	6
Y	3447429	6
Y	3447430	6
Y	3447431	6
Y	3447432	6
Y	3447433	6
Y	3447434	6
Y	3447435	6
Y	3447436	6
Y	3447437	7
Y	3447438	7
Y	3447439	7
Y	3447440	7
Y	3447441	7
Y	3447442	8
Y	3447443	8
Y	3447444	8
Y	3447445	7
Y	3447446	8
Y	3447447	8
Y	3447448	8
Y	3447449	8
Y	3447450	8
Y	3447451	8
Y	3447452	8
Y	3447453	8
Y	3447454	8
Y	3447455	8
Y	3447456	8
Y	3447457	9
Y	3447458	9
Y	3447459	9
Y	3447460	9
Y	3447461	9
Y	3447462	9
Y	3447463	9
Y	3447464	9
Y	3447465	9
Y	3447466	9
Y	3447467	9
Y	3447468	9
Y	3447469	9
Y	3447470	9
Y	3447471	10
Y	3447472	10
Y	3447473	10
Y	3447474	10
Y	3447475	10
Y	3447476	10
Y	3447477	10
Y	3447478	10
Y	3447479	10
Y	3447480	10
Y	3447481	9
Y	3447482	9
Y	3447483	9
Y	3447484	9
Y	3447485	8
Y	3447486	8
Y	3447487	8
Y	3447488	8
Y	3447489	8
Y	3447490	8
Y	3447491	8
Y	3447492	7
Y	3447493	7
Y	3447494	7
Y	3447495	7
Y	3447496	7
Y	3447497	7
Y	3447498	7
Y	3447499	6
Y	3447500	6
Y	3447501	6
Y	3447502	6
Y	3447503	6
Y	3447504	6
Y	3447505	6
Y	3447506	5
Y	3447507	5
Y	3447508	5
Y	3447509	5
Y	3447510	5
Y	3447511	5
Y	3447512	5
Y	3447513	5
Y	3447514	5
Y	3447515	5
Y	3447516	5
Y	3447517	5
Y	3447518	5
Y	3447519	5
Y	3447520	5
Y	3447521	5
Y	3447522	5
Y	3447523	5
Y	3447524	5
Y	3447525	5
Y	3447526	5
Y	3447527	5
Y	3447528	5
Y	3447529	5
Y	3447530	5
Y	3447531	5
Y	3447532	5
Y	3447533	5
Y	3447534	5
Y	3447535	5
Y	3447536	5
Y	3447537	5
Y	3447538	4
Y	3447539	4
Y	3447540	4
Y	3447541	4
Y	3447542	4
Y	3447543	3
Y	3447544	3
Y	3447545	3
Y	3447546	3
Y	3447547	2
Y	3447548	2
Y	3447549	2
Y	3447550	2
Y	3447551	2
Y	3447552	2
Y	3447553	2
Y	3447554	2
Y	3447555	2
Y	3447556	2
Y	3447557	2
Y	3447558	1
Y	3447559	1
Y	3447560	1
Y	3447561	1
Y	3447562	1
Y	3447563	1
Y	3447564	1
Y	3447565	1
Y	3447566	1
Y	3447567	1
Y	3447568	1
Y	3447569	1
Y	3447570	1
Y	3447571	1
Y	3447576	1
Y	3447577	1
Y	3447578	1
Y	3447579	1
Y	3447580	1
Y	3447581	1
Y	3447582	1
Y	3447583	1
Y	3447584	1
Y	3447585	1
Y	3447586	1
Y	3447587	1
Y	3447588	1
Y	3447589	2
Y	3447590	2
Y	3447591	2
Y	3447592	2
Y	3447593	2
Y	3447594	2
Y	3447595	2
Y	3447596	2
Y	3447597	2
Y	3447598	2
Y	3447599	2
Y	3447600	2
Y	3447601	2
Y	3447602	2
Y	3447603	2
Y	3447604	2
Y	3447605	3
Y	3447606	3
Y	3447607	3
Y	3447608	4
Y	3447609	4
Y	3447610	4
Y	3447611	4
Y	3447612	4
Y	3447613	4
Y	3447614	4
Y	3447615	4
Y	3447616	4
Y	3447617	4
Y	3447618	4
Y	3447619	4
Y	3447620	4
Y	3447621	4
Y	3447622	5
Y	3447623	5
Y	3447624	5
Y	3447625	5
Y	3447626	5
Y	3447627	5
Y	3447628	5
Y	3447629	5
Y	3447630	5
Y	3447631	5
Y	3447632	5
Y	3447633	5
Y	3447634	5
Y	3447635	5
Y	3447636	5
Y	3447637	5
Y	3447638	5
Y	3447639	5
Y	3447640	5
Y	3447641	5
Y	3447642	5
Y	3447643	5
Y	3447644	5
Y	3447645	5
Y	3447646	5
Y	3447647	5
Y	3447648	5
Y	3447649	5
Y	3447650	5
Y	3447651	5
Y	3447652	5
Y	3447653	5
Y	3447654	5
Y	3447655	5
Y	3447656	5
Y	3447657	5
Y	3447658	5
Y	3447659	5
Y	3447660	5
Y	3447661	5
Y	3447662	5
Y	3447663	5
Y	3447664	5
Y	3447665	5
Y	3447666	5
Y	3447667	5
Y	3447668	5
Y	3447669	5
Y	3447670	5
Y	3447671	5
Y	3447672	5
Y	3447673	5
Y	3447674	5
Y	3447675	5
Y	3447676	5
Y	3447677	4
Y	3447678	4
Y	3447679	4
Y	3447680	4
Y	3447681	4
Y	3447682	4
Y	3447683	4
Y	3447684	4
Y	3447685	4
Y	3447686	4
Y	3447687	4
Y	3447688	4
Y	3447689	4
Y	3447690	3
Y	3447691	3
Y	3447692	3
Y	3447693	3
Y	3447694	3
Y	3447695	3
Y	3447696	3
Y	3447697	3
Y	3447698	3
Y	3447699	3
Y	3447700	3
Y	3447701	3
Y	3447702	3
Y	3447703	3
Y	3447704	3
Y	3447705	3
Y	3447706	2
Y	3447707	2
Y	3447708	2
Y	3447709	1
Y	3447710	1
Y	3447711	1
Y	3447712	1
Y	3447713	1
Y	3447714	1
Y	3447715	1
Y	3447716	1
Y	3447717	1
Y	3447718	1
Y	3447719	1
Y	3447720	1
Y	3447721	1
Y	3447722	1
Y	3447729	1
Y	3447730	1
Y	3447731	1
Y	3447732	1
Y	3447733	2
Y	3447734	3
Y	3447735	3
Y	3447736	3
Y	3447737	3
Y	3447738	3
Y	3447739	3
Y	3447740	3
Y	3447741	3
Y	3447742	4
Y	3447743	4
Y	3447744	4
Y	3447745	4
Y	3447746	4
Y	3447747	4
Y	3447748	4
Y	3447749	4
Y	3447750	4
Y	3447751	4
Y	3447752	4
Y	3447753	4
Y	3447754	4
Y	3447755	4
Y	3447756	4
Y	3447757	4
Y	3447758	4
Y	3447759	4
Y	3447760	4
Y	3447761	4
Y	3447762	4
Y	3447763	4
Y	3447764	4
Y	3447765	4
Y	3447766	4
Y	3447767	4
Y	3447768	4
Y	3447769	4
Y	3447770	4
Y	3447771	4
Y	3447772	4
Y	3447773	4
Y	3447774	4
Y	3447775	4
Y	3447776	4
Y	3447777	4
Y	3447778	4
Y	3447779	4
Y	3447780	4
Y	3447781	4
Y	3447782	4
Y	3447783	4
Y	3447784	4
Y	3447785	4
Y	3447786	4
Y	3447787	4
Y	3447788	4
Y	3447789	4
Y	3447790	4
Y	3447791	4
Y	3447792	4
Y	3447793	4
Y	3447794	4
Y	3447795	4
Y	3447796	4
Y	3447797	4
Y	3447798	4
Y	3447799	4
Y	3447800	4
Y	3447801	4
Y	3447802	4
Y	3447803	4
Y	3447804	4
Y	3447805	4
Y	3447806	4
Y	3447807	4
Y	3447808	4
Y	3447809	4
Y	3447810	4
Y	3447811	4
Y	3447812	4
Y	3447813	4
Y	3447814	4
Y	3447815	4
Y	3447816	4
Y	3447817	4
Y	3447818	4
Y	3447819	4
Y	3447820	4
Y	3447821	4
Y	3447822	4
Y	3447823	4
Y	3447824	4
Y	3447825	4
Y	3447826	4
Y	3447827	4
Y	3447828	4
Y	3447829	4
Y	3447830	3
Y	3447831	3
Y	3447832	3
Y	3447833	3
Y	3447834	2
Y	3447835	1
Y	3447836	1
Y	3447837	1
Y	3447838	1
Y	3447839	1
Y	3447840	1
Y	3447841	1
Y	3447842	1
Y	4900609	1
Y	4900610	1
Y	4900611	1
Y	4900612	1
Y	4900613	1
Y	4900614	1
Y	4900615	1
Y	4900616	1
Y	4900617	1
Y	4900618	1
Y	4900619	1
Y	4900620	1
Y	4900621	1
Y	4900622	1
Y	4900623	1
Y	4900624	1
Y	4900625	1
Y	4900626	1
Y	4900627	1
Y	4900628	1
Y	4900629	1
Y	4900630	1
Y	4900631	1
Y	4900632	1
Y	4900633	1
Y	4900634	1
Y	4900635	1
Y	4900636	1
Y	4900637	1
Y	4900638	1
Y	4900639	1
Y	4900640	1
Y	4900641	1
Y	4900642	1
Y	4900643	1
Y	4900644	1
Y	4900645	1
Y	4900646	1
Y	4900647	1
Y	4900648	1
Y	4900649	1
Y	4900650	1
Y	4900651	1
Y	4900652	1
Y	4900653	1
Y	4900654	1
Y	4900655	1
Y	4900656	1
Y	4900657	1
Y	4900658	1
Y	4900659	1
Y	4900660	1
Y	4900661	1
Y	4900662	1
Y	4900663	1
Y	4900664	1
Y	4900665	1
Y	4900666	1
Y	4900667	1
Y	4900668	1
Y	4900669	1
Y	4900670	1
Y	4900671	1
Y	4900672	1
Y	4900673	1
Y	4900674	1
Y	4900675	1
Y	4900676	1
Y	4900677	1
Y	4900678	1
Y	4900679	1
Y	4900680	1
Y	4900681	1
Y	4900682	1
Y	4900683	1
Y	4900684	1
Y	4900685	1
Y	4900686	1
Y	4900687	1
Y	4900688	1
Y	4900689	1
Y	4900690	1
Y	4900691	1
Y	4900692	1
Y	4900693	1
Y	4900694	1
Y	4900695	1
Y	4900696	1
Y	4900697	1
Y	4900698	1
Y	4900699	1
Y	4900700	1
Y	4900701	1
Y	4900702	1
Y	4900703	1
Y	4900704	1
Y	4900705	1
Y	4900706	1
Y	4900707	1
Y	4900708	1
Y	4900709	1
Y	4904997	1
Y	4904998	2
Y	4904999	2
Y	4905000	2
Y	4905001	2
Y	4905002	2
Y	4905003	2
Y	4905004	2
Y	4905005	2
Y	4905006	2
Y	4905007	3
Y	4905008	3
Y	4905009	3
Y	4905010	4
Y	4905011	4
Y	4905012	4
Y	4905013	5
Y	4905014	5
Y	4905015	5
Y	4905016	5
Y	4905017	5
Y	4905018	5
Y	4905019	5
Y	4905020	5
Y	4905021	5
Y	4905022	6
Y	4905023	6
Y	4905024	6
Y	4905025	6
Y	4905026	6
Y	4905027	6
Y	4905028	6
Y	4905029	6
Y	4905030	6
Y	4905031	6
Y	4905032	6
Y	4905033	6
Y	4905034	6
Y	4905035	6
Y	4905036	6
Y	4905037	6
Y	4905038	6
Y	4905039	6
Y	4905040	7
Y	4905041	7
Y	4905042	7
Y	4905043	7
Y	4905044	7
Y	4905045	7
Y	4905046	7
Y	4905047	7
Y	4905048	7
Y	4905049	7
Y	4905050	7
Y	4905051	7
Y	4905052	7
Y	4905053	8
Y	4905054	8
Y	4905055	8
Y	4905056	8
Y	4905057	8
Y	4905058	8
Y	4905059	8
Y	4905060	8
Y	4905061	8
Y	4905062	9
Y	4905063	9
Y	4905064	9
Y	4905065	9
Y	4905066	9
Y	4905067	9
Y	4905068	9
Y	4905069	9
Y	4905070	9
Y	4905071	9
Y	4905072	9
Y	4905073	9
Y	4905074	9
Y	4905075	9
Y	4905076	9
Y	4905077	9
Y	4905078	9
Y	4905079	9
Y	4905080	9
Y	4905081	9
Y	4905082	9
Y	4905083	9
Y	4905084	9
Y	4905085	9
Y	4905086	9
Y	4905087	9
Y	4905088	9
Y	4905089	9
Y	4905090	9
Y	4905091	9
Y	4905092	9
Y	4905093	9
Y	4905094	9
Y	4905095	9
Y	4905096	9
Y	4905097	9
Y	4905098	8
Y	4905099	7
Y	4905100	7
Y	4905101	7
Y	4905102	7
Y	4905103	7
Y	4905104	8
Y	4905105	8
Y	4905106	8
Y	4905107	8
Y	4905108	7
Y	4905109	7
Y	4905110	7
Y	4905111	6
Y	4905112	6
Y	4905113	6
Y	4905114	6
Y	4905115	6
Y	4905116	6
Y	4905117	6
Y	4905118	6
Y	4905119	7
Y	4905120	7
Y	4905121	7
Y	4905122	7
Y	4905123	6
Y	4905124	6
Y	4905125	6
Y	4905126	6
Y	4905127	6
Y	4905128	6
Y	4905129	6
Y	4905130	6
Y	4905131	6
Y	4905132	6
Y	4905133	6
Y	4905134	6
Y	4905135	6
Y	4905136	6
Y	4905137	7
Y	4905138	7
Y	4905139	7
Y	4905140	7
Y	4905141	6
Y	4905142	6
Y	4905143	6
Y	4905144	6
Y	4905145	6
Y	4905146	6
Y	4905147	6
Y	4905148	6
Y	4905149	6
Y	4905150	6
Y	4905151	6
Y	4905152	6
Y	4905153	6
Y	4905154	5
Y	4905155	5
Y	4905156	5
Y	4905157	5
Y	4905158	5
Y	4905159	5
Y	4905160	5
Y	4905161	5
Y	4905162	5
Y	4905163	4
Y	4905164	4
Y	4905165	4
Y	4905166	4
Y	4905167	4
Y	4905168	4
Y	4905169	4
Y	4905170	4
Y	4905171	4
Y	4905172	4
Y	4905173	4
Y	4905174	4
Y	4905175	4
Y	4905176	4
Y	4905177	4
Y	4905178	4
Y	4905179	4
Y	4905180	4
Y	4905181	4
Y	4905182	4
Y	4905183	4
Y	4905184	4
Y	4905185	4
Y	4905186	4
Y	4905187	4
Y	4905188	4
Y	4905189	4
Y	4905190	4
Y	4905191	4
Y	4905192	4
Y	4905193	4
Y	4905194	4
Y	4905195	4
Y	4905196	4
Y	4905197	4
Y	4905198	4
Y	4905199	4
Y	4905200	4
Y	4905201	4
Y	4905202	4
Y	4905203	4
Y	4905204	4
Y	4905205	3
Y	4905206	3
Y	4905207	3
Y	4905208	3
Y	4905209	3
Y	4905210	3
Y	4905211	3
Y	4905212	3
Y	4905213	3
Y	4905214	3
Y	4905215	2
Y	4905216	2
Y	4905217	2
Y	4905218	2
Y	4905219	2
Y	4905220	1
Y	4905221	1
Y	4905222	1
Y	4905223	1
Y	4905224	1
Y	4905225	1
Y	4905226	1
Y	4905227	1
Y	4905228	1
Y	4905229	1
Y	4905230	1
Y	4905231	1
Y	4905232	1
Y	4905233	1
Y	4905234	1
Y	4905235	1
Y	4905236	1
Y	4905237	1
Y	4924783	1
Y	4924784	1
Y	4924785	1
Y	4924786	2
Y	4924787	2
Y	4924788	2
Y	4924789	2
Y	4924790	2
Y	4924791	2
Y	4924792	3
Y	4924793	3
Y	4924794	3
Y	4924795	3
Y	4924796	3
Y	4924797	3
Y	4924798	3
Y	4924799	4
Y	4924800	4
Y	4924801	4
Y	4924802	4
Y	4924803	4
Y	4924804	5
Y	4924805	5
Y	4924806	5
Y	4924807	5
Y	4924808	5
Y	4924809	5
Y	4924810	5
Y	4924811	5
Y	4924812	5
Y	4924813	5
Y	4924814	5
Y	4924815	5
Y	4924816	6
Y	4924817	6
Y	4924818	6
Y	4924819	6
Y	4924820	7
Y	4924821	7
Y	4924822	7
Y	4924823	7
Y	4924824	7
Y	4924825	7
Y	4924826	8
Y	4924827	8
Y	4924828	8
Y	4924829	8
Y	4924830	8
Y	4924831	8
Y	4924832	8
Y	4924833	8
Y	4924834	8
Y	4924835	8
Y	4924836	8
Y	4924837	8
Y	4924838	8
Y	4924839	8
Y	4924840	8
Y	4924841	8
Y	4924842	8
Y	4924843	8
Y	4924844	8
Y	4924845	8
Y	4924846	8
Y	4924847	8
Y	4924848	9
Y	4924849	10
Y	4924850	10
Y	4924851	10
Y	4924852	10
Y	4924853	10
Y	4924854	11
Y	4924855	11
Y	4924856	11
Y	4924857	11
Y	4924858	11
Y	4924859	11
Y	4924860	11
Y	4924861	11
Y	4924862	11
Y	4924863	11
Y	4924864	11
Y	4924865	11
Y	4924866	11
Y	4924867	11
Y	4924868	11
Y	4924869	11
Y	4924870	11
Y	4924871	11
Y	4924872	11
Y	4924873	11
Y	4924874	11
Y	4924875	11
Y	4924876	11
Y	4924877	11
Y	4924878	11
Y	4924879	11
Y	4924880	11
Y	4924881	11
Y	4924882	11
Y	4924883	11
Y	4924884	10
Y	4924885	10
Y	4924886	10
Y	4924887	9
Y	4924888	9
Y	4924889	9
Y	4924890	9
Y	4924891	9
Y	4924892	9
Y	4924893	8
Y	4924894	8
Y	4924895	8
Y	4924896	8
Y	4924897	8
Y	4924898	8
Y	4924899	8
Y	4924900	7
Y	4924901	7
Y	4924902	7
Y	4924903	7
Y	4924904	7
Y	4924905	6
Y	4924906	6
Y	4924907	6
Y	4924908	6
Y	4924909	6
Y	4924910	6
Y	4924911	6
Y	4924912	6
Y	4924913	6
Y	4924914	6
Y	4924915	6
Y	4924916	6
Y	4924917	5
Y	4924918	5
Y	4924919	5
Y	4924920	5
Y	4924921	4
Y	4924922	4
Y	4924923	4
Y	4924924	4
Y	4924925	4
Y	4924926	4
Y	4924927	3
Y	4924928	3
Y	4924929	3
Y	4924930	3
Y	4924931	3
Y	4924932	3
Y	4924933	3
Y	4924934	3
Y	4924935	3
Y	4924936	3
Y	4924937	3
Y	4924938	3
Y	4924939	3
Y	4924940	3
Y	4924941	3
Y	4924942	3
Y	4924943	3
Y	4924944	3
Y	4924945	3
Y	4924946	3
Y	4924947	3
Y	4924948	3
Y	4924949	2
Y	4924950	1
Y	4924951	1
Y	4924952	1
Y	4924953	1
Y	4924954	1
Y	4925230	1
Y	4925231	1
Y	4925232	1
Y	4925233	2
Y	4925234	3
Y	4925235	3
Y	4925236	3
Y	4925237	3
Y	4925238	3
Y	4925239	3
Y	4925240	3
Y	4925241	3
Y	4925242	3
Y	4925243	3
Y	4925244	3
Y	4925245	3
Y	4925246	3
Y	4925247	3
Y	4925248	3
Y	4925249	3
Y	4925250	3
Y	4925251	3
Y	4925252	4
Y	4925253	4
Y	4925254	4
Y	4925255	4
Y	4925256	4
Y	4925257	4
Y	4925258	4
Y	4925259	4
Y	4925260	4
Y	4925261	4
Y	4925262	4
Y	4925263	5
Y	4925264	5
Y	4925265	5
Y	4925266	5
Y	4925267	5
Y	4925268	5
Y	4925269	5
Y	4925270	5
Y	4925271	5
Y	4925272	5
Y	4925273	5
Y	4925274	5
Y	4925275	5
Y	4925276	5
Y	4925277	5
Y	4925278	5
Y	4925279	5
Y	4925280	5
Y	4925281	5
Y	4925282	5
Y	4925283	5
Y	4925284	6
Y	4925285	6
Y	4925286	6
Y	4925287	6
Y	4925288	6
Y	4925289	6
Y	4925290	6
Y	4925291	6
Y	4925292	6
Y	4925293	6
Y	4925294	6
Y	4925295	6
Y	4925296	6
Y	4925297	6
Y	4925298	6
Y	4925299	7
Y	4925300	7
Y	4925301	7
Y	4925302	7
Y	4925303	7
Y	4925304	7
Y	4925305	7
Y	4925306	8
Y	4925307	8
Y	4925308	8
Y	4925309	8
Y	4925310	8
Y	4925311	8
Y	4925312	8
Y	4925313	8
Y	4925314	8
Y	4925315	8
Y	4925316	8
Y	4925317	9
Y	4925318	9
Y	4925319	9
Y	4925320	9
Y	4925321	9
Y	4925322	10
Y	4925323	10
Y	4925324	10
Y	4925325	10
Y	4925326	10
Y	4925327	10
Y	4925328	10
Y	4925329	10
Y	4925330	10
Y	4925331	9
Y	4925332	9
Y	4925333	9
Y	4925334	8
Y	4925335	7
Y	4925336	7
Y	4925337	7
Y	4925338	7
Y	4925339	7
Y	4925340	7
Y	4925341	7
Y	4925342	7
Y	4925343	7
Y	4925344	7
Y	4925345	7
Y	4925346	7
Y	4925347	7
Y	4925348	7
Y	4925349	8
Y	4925350	8
Y	4925351	8
Y	4925352	8
Y	4925353	7
Y	4925354	7
Y	4925355	8
Y	4925356	8
Y	4925357	8
Y	4925358	8
Y	4925359	8
Y	4925360	8
Y	4925361	8
Y	4925362	8
Y	4925363	8
Y	4925364	7
Y	4925365	7
Y	4925366	8
Y	4925367	8
Y	4925368	8
Y	4925369	8
Y	4925370	8
Y	4925371	8
Y	4925372	8
Y	4925373	8
Y	4925374	8
Y	4925375	8
Y	4925376	8
Y	4925377	8
Y	4925378	8
Y	4925379	8
Y	4925380	8
Y	4925381	8
Y	4925382	8
Y	4925383	8
Y	4925384	8
Y	4925385	7
Y	4925386	7
Y	4925387	7
Y	4925388	7
Y	4925389	7
Y	4925390	7
Y	4925391	7
Y	4925392	7
Y	4925393	7
Y	4925394	7
Y	4925395	7
Y	4925396	7
Y	4925397	7
Y	4925398	7
Y	4925399	7
Y	4925400	6
Y	4925401	6
Y	4925402	6
Y	4925403	6
Y	4925404	6
Y	4925405	6
Y	4925406	6
Y	4925407	5
Y	4925408	5
Y	4925409	5
Y	4925410	5
Y	4925411	5
Y	4925412	5
Y	4925413	5
Y	4925414	5
Y	4925415	5
Y	4925416	5
Y	4925417	5
Y	4925418	4
Y	4925419	4
Y	4925420	4
Y	4925421	4
Y	4925422	4
Y	4925423	3
Y	4925424	3
Y	4925425	3
Y	4925426	3
Y	4925427	3
Y	4925428	3
Y	4925429	3
Y	4925430	3
Y	4925431	3
Y	4925432	3
Y	4925433	3
Y	4925434	3
Y	4925435	3
Y	4925436	3
Y	4925437	3
Y	4925438	3
Y	4925439	3
Y	4925440	3
Y	4925441	3
Y	4925442	3
Y	4925443	3
Y	4925444	3
Y	4925445	3
Y	4925446	3
Y	4925447	3
Y	4925448	3
Y	4925449	3
Y	4925450	2
Y	4925451	2
Y	4925452	2
Y	4925453	2
Y	4925454	2
Y	4925455	2
Y	4925456	1
Y	4925457	1
Y	4925458	1
Y	4925459	1
Y	4925460	1
Y	4925461	1
Y	4925462	1
Y	4925463	1
Y	4925464	1
Y	4925465	1
Y	4925466	1
Y	4925479	1
Y	4925480	1
Y	4925481	1
Y	4925482	1
Y	4925483	1
Y	4925484	1
Y	4925485	1
Y	4925486	1
Y	4925487	1
Y	4925488	1
Y	4925489	1
Y	4925490	1
Y	4925491	1
Y	4925492	1
Y	4925493	1
Y	4925494	1
Y	4925495	1
Y	4925496	1
Y	4925497	1
Y	4925498	1
Y	4925499	1
Y	4925500	1
Y	4925501	1
Y	4925502	2
Y	4925503	3
Y	4925504	3
Y	4925505	3
Y	4925506	3
Y	4925507	4
Y	4925508	5
Y	4925509	5
Y	4925510	5
Y	4925511	5
Y	4925512	5
Y	4925513	5
Y	4925514	5
Y	4925515	5
Y	4925516	5
Y	4925517	5
Y	4925518	6
Y	4925519	6
Y	4925520	6
Y	4925521	6
Y	4925522	6
Y	4925523	6
Y	4925524	6
Y	4925525	7
Y	4925526	7
Y	4925527	7
Y	4925528	7
Y	4925529	7
Y	4925530	8
Y	4925531	8
Y	4925532	8
Y	4925533	8
Y	4925534	8
Y	4925535	8
Y	4925536	10
Y	4925537	10
Y	4925538	10
Y	4925539	10
Y	4925540	11
Y	4925541	11
Y	4925542	11
Y	4925543	11
Y	4925544	11
Y	4925545	11
Y	4925546	11
Y	4925547	11
Y	4925548	11
Y	4925549	11
Y	4925550	11
Y	4925551	11
Y	4925552	11
Y	4925553	11
Y	4925554	11
Y	4925555	11
Y	4925556	11
Y	4925557	11
Y	4925558	11
Y	4925559	11
Y	4925560	11
Y	4925561	11
Y	4925562	11
Y	4925563	11
Y	4925564	11
Y	4925565	11
Y	4925566	11
Y	4925567	11
Y	4925568	11
Y	4925569	11
Y	4925570	11
Y	4925571	11
Y	4925572	11
Y	4925573	11
Y	4925574	11
Y	4925575	11
Y	4925576	11
Y	4925577	11
Y	4925578	11
Y	4925579	11
Y	4925580	10
Y	4925581	10
Y	4925582	10
Y	4925583	10
Y	4925584	10
Y	4925585	10
Y	4925586	10
Y	4925587	10
Y	4925588	10
Y	4925589	10
Y	4925590	10
Y	4925591	10
Y	4925592	10
Y	4925593	10
Y	4925594	10
Y	4925595	10
Y	4925596	10
Y	4925597	10
Y	4925598	10
Y	4925599	10
Y	4925600	10
Y	4925601	10
Y	4925602	10
Y	4925603	9
Y	4925604	8
Y	4925605	8
Y	4925606	8
Y	4925607	8
Y	4925608	7
Y	4925609	6
Y	4925610	6
Y	4925611	6
Y	4925612	6
Y	4925613	6
Y	4925614	6
Y	4925615	6
Y	4925616	6
Y	4925617	6
Y	4925618	6
Y	4925619	5
Y	4925620	5
Y	4925621	5
Y	4925622	5
Y	4925623	5
Y	4925624	5
Y	4925625	5
Y	4925626	4
Y	4925627	4
Y	4925628	4
Y	4925629	4
Y	4925630	4
Y	4925631	3
Y	4925632	3
Y	4925633	3
Y	4925634	3
Y	4925635	3
Y	4925636	3
Y	4925637	1
Y	4925638	1
Y	4925639	1
Y	4925640	1
Y	4966195	2
Y	4966196	2
Y	4966197	2
Y	4966198	2
Y	4966199	2
Y	4966200	2
Y	4966201	2
Y	4966202	2
Y	4966203	2
Y	4966204	2
Y	4966205	3
Y	4966206	3
Y	4966207	3
Y	4966208	3
Y	4966209	3
